wallet,group,group_name,action,amount,currency,timestamp,ledger,tx_hash,explorer_url
GDKFMZAH2VIRNLW5WUYLBTOJBQGO7ZOHDWMSHUEDY27QEOYXAJZJIFYP,CAEI762NKT6ZKSKU4TNYDK3PR27SSY5JDOB5TZLEM2PPF6ATAJZ6U2W3,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:30:12.000Z,3879805,5621f9d7c325d114db72bd4a28f62df4e11f8c04619879028ea2e73d0466ecef,https://stellar.expert/explorer/testnet/tx/5621f9d7c325d114db72bd4a28f62df4e11f8c04619879028ea2e73d0466ecef
GDKFMZAH2VIRNLW5WUYLBTOJBQGO7ZOHDWMSHUEDY27QEOYXAJZJIFYP,CAEI762NKT6ZKSKU4TNYDK3PR27SSY5JDOB5TZLEM2PPF6ATAJZ6U2W3,E2E cycle,Join approved,,XLM,2026-07-30T13:30:07.000Z,3879804,d1de07b0d8e117cd651fb91268a6aeedb99e6b204d72ab9f831217cc7db3dfe5,https://stellar.expert/explorer/testnet/tx/d1de07b0d8e117cd651fb91268a6aeedb99e6b204d72ab9f831217cc7db3dfe5
GDKFMZAH2VIRNLW5WUYLBTOJBQGO7ZOHDWMSHUEDY27QEOYXAJZJIFYP,CAEI762NKT6ZKSKU4TNYDK3PR27SSY5JDOB5TZLEM2PPF6ATAJZ6U2W3,E2E cycle,Requested to join,,XLM,2026-07-30T13:30:02.000Z,3879803,dc5968d07c8a8931be3709eed459395c09cf6750f361460edc261c19ab26a23e,https://stellar.expert/explorer/testnet/tx/dc5968d07c8a8931be3709eed459395c09cf6750f361460edc261c19ab26a23e
GBOD3TRHDXKBFC2V3JBJ2ANMAGWUZCWJ2Y72NGL2UCFT5NDQCERRP7HL,CAEI762NKT6ZKSKU4TNYDK3PR27SSY5JDOB5TZLEM2PPF6ATAJZ6U2W3,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:29:57.000Z,3879802,6e74eca72480904d8e05396ea3532d283e96bb59119a617f38733690de92c767,https://stellar.expert/explorer/testnet/tx/6e74eca72480904d8e05396ea3532d283e96bb59119a617f38733690de92c767
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Withdrew collateral,0,XLM,2026-07-30T13:28:27.000Z,3879784,5e53319473daaa0d801ff487ecdc3bf5e2db1d5c96d95cef79f7cce1792c97a9,https://stellar.expert/explorer/testnet/tx/5e53319473daaa0d801ff487ecdc3bf5e2db1d5c96d95cef79f7cce1792c97a9
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Claimed payout,20000000,XLM,2026-07-30T13:26:31.000Z,3879761,60ded2f759e08cd1a7a56420a2ff5b3b4d5a6f2e1e63ec14a278782a81251188,https://stellar.expert/explorer/testnet/tx/60ded2f759e08cd1a7a56420a2ff5b3b4d5a6f2e1e63ec14a278782a81251188
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Claimed payout,20000000,XLM,2026-07-30T13:26:26.000Z,3879760,279668869a3b20dd6df33a71ec405469026a2ed03fc7737e84734ccc83723298,https://stellar.expert/explorer/testnet/tx/279668869a3b20dd6df33a71ec405469026a2ed03fc7737e84734ccc83723298
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Period resolved,20000000,XLM,2026-07-30T13:26:21.000Z,3879759,845ff488f762aa0257fd6c73d2e78de437777ae2fdb3488d2166e8d0be7e5820,https://stellar.expert/explorer/testnet/tx/845ff488f762aa0257fd6c73d2e78de437777ae2fdb3488d2166e8d0be7e5820
,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Period settled,20000000,XLM,2026-07-30T13:26:21.000Z,3879759,845ff488f762aa0257fd6c73d2e78de437777ae2fdb3488d2166e8d0be7e5820,https://stellar.expert/explorer/testnet/tx/845ff488f762aa0257fd6c73d2e78de437777ae2fdb3488d2166e8d0be7e5820
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Contributed,10000000,XLM,2026-07-30T13:24:31.000Z,3879737,b966d762023b0552389498a10b4e77bd412bf06368466a624c3ef499b660adc4,https://stellar.expert/explorer/testnet/tx/b966d762023b0552389498a10b4e77bd412bf06368466a624c3ef499b660adc4
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Contributed,10000000,XLM,2026-07-30T13:24:26.000Z,3879736,4e8dad89b51de7046b75146f5e60815058fe85625f38908484e9011c7250fbd7,https://stellar.expert/explorer/testnet/tx/4e8dad89b51de7046b75146f5e60815058fe85625f38908484e9011c7250fbd7
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Period resolved,20000000,XLM,2026-07-30T13:24:26.000Z,3879736,4e8dad89b51de7046b75146f5e60815058fe85625f38908484e9011c7250fbd7,https://stellar.expert/explorer/testnet/tx/4e8dad89b51de7046b75146f5e60815058fe85625f38908484e9011c7250fbd7
,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Period settled,20000000,XLM,2026-07-30T13:23:56.000Z,3879730,1976fb627f916d1081372ca77d263034d6cae9c4b67572889afb1db2b4e70a41,https://stellar.expert/explorer/testnet/tx/1976fb627f916d1081372ca77d263034d6cae9c4b67572889afb1db2b4e70a41
,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Group started,1785417766,XLM,2026-07-30T13:22:46.000Z,3879716,cc61b1e26b9daa32b8106715b0159f9c4d87595284e856f88b98806183271c21,https://stellar.expert/explorer/testnet/tx/cc61b1e26b9daa32b8106715b0159f9c4d87595284e856f88b98806183271c21
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Contributed,10000000,XLM,2026-07-30T13:22:46.000Z,3879716,cc61b1e26b9daa32b8106715b0159f9c4d87595284e856f88b98806183271c21,https://stellar.expert/explorer/testnet/tx/cc61b1e26b9daa32b8106715b0159f9c4d87595284e856f88b98806183271c21
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Contributed,10000000,XLM,2026-07-30T13:22:41.000Z,3879715,11eaf29b82dd5056bc9d7bef8dcb19e6cee861f5534e2011ae3810d490002390,https://stellar.expert/explorer/testnet/tx/11eaf29b82dd5056bc9d7bef8dcb19e6cee861f5534e2011ae3810d490002390
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:22:26.000Z,3879712,85903af533ae9ffcbca7b9d7e78f832d186d46d4a86e39d6fc7acfae283d6f33,https://stellar.expert/explorer/testnet/tx/85903af533ae9ffcbca7b9d7e78f832d186d46d4a86e39d6fc7acfae283d6f33
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Join approved,,XLM,2026-07-30T13:22:21.000Z,3879711,7a711f27c85c57b0d83a14b9badb25f35cff754122a83e33d76525e4f42acf01,https://stellar.expert/explorer/testnet/tx/7a711f27c85c57b0d83a14b9badb25f35cff754122a83e33d76525e4f42acf01
GDSQBZEQMSKP25VKN4Q7G74346MB24BDJEO3UEPWJOOJIWNS3HEEJ6BZ,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Requested to join,,XLM,2026-07-30T13:22:16.000Z,3879710,f95b694d9c7b96ea48dc557d2af4c918066f2b711b63094d695269505091ea34,https://stellar.expert/explorer/testnet/tx/f95b694d9c7b96ea48dc557d2af4c918066f2b711b63094d695269505091ea34
GBEL4AIXHX3HVTAIMIIF4NL7EEWWQ26LTI4SJXUKKRAFYU77LTZGNWCG,CB44WDDNAFZWDEYAISUJX7ILOYBG7SZ6AYIEP5R4P2TONU5QJJQXQIG3,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:22:11.000Z,3879709,a58026da7390d46289dec2fbc1ef410d131dde935371e5731d04a12896052e92,https://stellar.expert/explorer/testnet/tx/a58026da7390d46289dec2fbc1ef410d131dde935371e5731d04a12896052e92
GB3NSAI6DU43ACN627X5RR4UO5SGP3I7DGGGKDEDBQZ52VYM4INW7N27,CCPJBH4IPTWEKR6ITV6CE7R3AURXYXMX62QZRFMUT7F27EFEXUGCZBG7,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:21:46.000Z,3879704,e7e79f0158a649781b77aaf420d66946a7bdad9f8df237d766a08b06c26e9cad,https://stellar.expert/explorer/testnet/tx/e7e79f0158a649781b77aaf420d66946a7bdad9f8df237d766a08b06c26e9cad
GB3NSAI6DU43ACN627X5RR4UO5SGP3I7DGGGKDEDBQZ52VYM4INW7N27,CCPJBH4IPTWEKR6ITV6CE7R3AURXYXMX62QZRFMUT7F27EFEXUGCZBG7,E2E cycle,Join approved,,XLM,2026-07-30T13:21:41.000Z,3879703,358e9d49f38732995fe9ab8d3902a4e94a0b330cb1538fe1af434baaf1928300,https://stellar.expert/explorer/testnet/tx/358e9d49f38732995fe9ab8d3902a4e94a0b330cb1538fe1af434baaf1928300
GB3NSAI6DU43ACN627X5RR4UO5SGP3I7DGGGKDEDBQZ52VYM4INW7N27,CCPJBH4IPTWEKR6ITV6CE7R3AURXYXMX62QZRFMUT7F27EFEXUGCZBG7,E2E cycle,Requested to join,,XLM,2026-07-30T13:21:36.000Z,3879702,f35c0112021c22c306e284228df39a9beb7ee716083d3ceb698be0bfedc75788,https://stellar.expert/explorer/testnet/tx/f35c0112021c22c306e284228df39a9beb7ee716083d3ceb698be0bfedc75788
GA33CN4OP6DNUX2XJG2DCE5Y3MLW5QDI5VCN4H6AONY6UOZY746XGD65,CCPJBH4IPTWEKR6ITV6CE7R3AURXYXMX62QZRFMUT7F27EFEXUGCZBG7,E2E cycle,Joined group,20000000,XLM,2026-07-30T13:21:31.000Z,3879701,c5329097719214d17bbfc0702852ef8c76c091338209ce4f75e2236ed0e997d1,https://stellar.expert/explorer/testnet/tx/c5329097719214d17bbfc0702852ef8c76c091338209ce4f75e2236ed0e997d1
GDW6YTO7NCMPQ52NSM7IO3LD4R4V6WGHLVXHUO5DJOHTGKTE4KAOT6WH,CDFI22GXQKQ6HGFQUOKV337CBYFZRR4UAZ4IAZIUOU3DXSQ4QUFUS74G,E2E cycle,Requested to join,,XLM,2026-07-30T13:20:46.000Z,3879692,d96f5f9bf5356bae9b49f966ae6d2f6b65febfb3c8e72c027aab17c388fdf895,https://stellar.expert/explorer/testnet/tx/d96f5f9bf5356bae9b49f966ae6d2f6b65febfb3c8e72c027aab17c388fdf895
